"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"381","179.731480","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"382","179.842453","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"383","179.992453","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"384","180.082455","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"385","180.243479","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"386","180.348452","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"387","180.498453","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"388","180.598483","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"389","180.759453","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"390","180.839477","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"391","181.024479","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"392","181.130452","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"393","181.270454","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"394","181.370478","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"395","181.566477","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"396","181.676452","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"397","182.017480","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"398","182.137479","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"399","187.716449","1.12.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"400","187.801473","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"401","188.573448","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"402","188.678447","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"403","190.146470","1.12.1","host","USB","35","0000220000000000","URB_INTERRUPT in"
"404","190.232445","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"405","192.257450","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"406","192.367443","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"407","192.648442","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"408","192.788441","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"409","193.139467","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"410","193.229467","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"411","193.379465","1.12.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"412","194.001442","1.12.1","host","USB","35","02000c0000000000","URB_INTERRUPT in"
"413","194.076442","1.12.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"414","194.266467","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"415","196.592439","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"416","196.727438","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"417","197.053438","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"418","197.158438","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"419","197.529438","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"420","197.670438","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"421","205.544430","1.12.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"422","205.829456","1.12.1","host","USB","35","02002d0000000000","URB_INTERRUPT in"
"423","205.905429","1.12.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"424","206.281429","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"425","207.027430","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"426","207.168429","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"427","207.488427","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"428","207.619429","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"429","208.220429","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"430","208.356428","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"431","208.746452","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"432","208.867427","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"433","209.042428","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"434","209.157428","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"435","209.543427","1.12.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"436","209.629427","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"437","210.290425","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"438","210.416451","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"439","210.576451","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"440","210.681457","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"441","210.816426","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"442","210.912427","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"443","211.037427","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"444","211.142426","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"445","211.278424","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"446","211.398424","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"447","211.849424","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"448","211.974454","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"449","212.410424","1.12.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"450","212.511425","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"451","212.932422","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"452","213.077424","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"453","213.448422","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"454","213.583449","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"455","215.683422","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"456","215.804421","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"457","216.250420","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"458","216.380422","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"459","216.866419","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"460","216.986419","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"461","217.192421","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"462","217.312421","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"463","219.698418","1.12.1","host","USB","35","0000070000000000","URB_INTERRUPT in"
"464","219.783417","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"465","220.159442","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"466","220.254419","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"467","220.490417","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"468","220.590415","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"469","220.740444","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"470","220.856417","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"471","221.011415","1.12.1","host","USB","35","0000500000000000","URB_INTERRUPT in"
"472","221.116443","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"473","222.044441","1.12.1","host","USB","35","00001c0000000000","URB_INTERRUPT in"
"474","222.099414","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"475","222.259416","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"476","222.349414","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"477","222.846413","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"478","222.991415","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"479","223.422442","1.12.1","host","USB","35","00004f0000000000","URB_INTERRUPT in"
"480","223.507414","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"481","224.114414","1.12.1","host","USB","35","0000150000000000","URB_INTERRUPT in"
"482","224.189414","1.12.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
